Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,1995,1995,Head,1000,*,Unofficial figure
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,1996,1996,Head,1000,*,Unofficial figure
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,1997,1997,Head,1000,*,Unofficial figure
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,1998,1998,Head,1000,*,Unofficial figure
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,1999,1999,Head,800,*,Unofficial figure
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2000,2000,Head,600,*,Unofficial figure
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2001,2001,Head,600,*,Unofficial figure
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2002,2002,Head,600,*,Unofficial figure
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2003,2003,Head,600,*,Unofficial figure
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2004,2004,Head,600,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2005,2005,Head,923,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2006,2006,Head,1120,*,Unofficial figure
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2007,2007,Head,1152,*,Unofficial figure
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2008,2008,Head,1200,F,FAO estimate
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2009,2009,Head,1200,F,FAO estimate
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2010,2010,Head,1000,*,Unofficial figure
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2011,2011,Head,1000,*,Unofficial figure
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2012,2012,Head,1200,F,FAO estimate
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2013,2013,Head,1200,F,FAO estimate
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2014,2014,Head,1200,F,FAO estimate
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2015,2015,Head,1200,*,Unofficial figure
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2016,2016,Head,1200,*,Unofficial figure
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2017,2017,Head,1187,Im,FAO data based on imputation methodology
QA,Live Animals,104,Ireland,5111,Stocks,1110,Mules,2018,2018,Head,1045,Im,FAO data based on imputation methodology
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1961,1961,Head,944400,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1962,1962,Head,1079700,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1963,1963,Head,1013800,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1964,1964,Head,1013100,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1965,1965,Head,1157700,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1966,1966,Head,1101400,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1967,1967,Head,920600,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1968,1968,Head,1016700,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1969,1969,Head,1061600,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1970,1970,Head,1064900,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1971,1971,Head,1155400,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1972,1972,Head,1144000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1973,1973,Head,1007200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1974,1974,Head,1035300,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1975,1975,Head,796400,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1976,1976,Head,880200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1977,1977,Head,987600,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1978,1978,Head,997500,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1979,1979,Head,1149400,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1980,1980,Head,1120000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1981,1981,Head,1095900,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1982,1982,Head,1090100,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1983,1983,Head,1081000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1984,1984,Head,1053400,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1985,1985,Head,1019500,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1986,1986,Head,994100,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1987,1987,Head,980000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1988,1988,Head,960200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1989,1989,Head,1014500,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1990,1990,Head,1110100,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1991,1991,Head,1249100,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1992,1992,Head,1345500,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1993,1993,Head,1422700,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1994,1994,Head,1487200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1995,1995,Head,1498300,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1996,1996,Head,1542300,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1997,1997,Head,1664500,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1998,1998,Head,1717000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,1999,1999,Head,1800900,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2000,2000,Head,1722100,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2001,2001,Head,1743000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2002,2002,Head,1784500,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2003,2003,Head,1726200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2004,2004,Head,1653100,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2005,2005,Head,1687700,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2006,2006,Head,1643200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2007,2007,Head,1587800,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2008,2008,Head,1462000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2009,2009,Head,1385200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2010,2010,Head,1516300,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2011,2011,Head,1549000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2012,2012,Head,1570900,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2013,2013,Head,1552500,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2014,2014,Head,1555300,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2015,2015,Head,1536900,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2016,2016,Head,1594300,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2017,2017,Head,1556900,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,1034,Pigs,2018,2018,Head,1621900,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1961,1961,Head,3106500,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1962,1962,Head,3375900,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1963,1963,Head,3333100,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1964,1964,Head,3386500,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1965,1965,Head,3455800,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1966,1966,Head,3464000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1967,1967,Head,3058800,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1968,1968,Head,2990200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1969,1969,Head,2851500,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1970,1970,Head,2788200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1971,1971,Head,2835800,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1972,1972,Head,2862000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1973,1973,Head,2834600,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1974,1974,Head,2844500,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1975,1975,Head,2711200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1976,1976,Head,2653200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1977,1977,Head,2581900,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1978,1978,Head,2526000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1979,1979,Head,2417800,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1980,1980,Head,2359600,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1981,1981,Head,2343600,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1982,1982,Head,2449300,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1983,1983,Head,2608500,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1984,1984,Head,2813200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1985,1985,Head,3081800,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1986,1986,Head,3304000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1987,1987,Head,3671800,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1988,1988,Head,4300600,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1989,1989,Head,4991200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1990,1990,Head,5713900,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1991,1991,Head,5863700,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1992,1992,Head,5982600,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1993,1993,Head,6109200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1994,1994,Head,5966500,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1995,1995,Head,5739700,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1996,1996,Head,5543400,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1997,1997,Head,5341900,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1998,1998,Head,5577200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,1999,1999,Head,5559100,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2000,2000,Head,7555000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2001,2001,Head,7330300,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2002,2002,Head,7209600,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2003,2003,Head,6848900,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2004,2004,Head,6777200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2005,2005,Head,6392200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2006,2006,Head,5973200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2007,2007,Head,5521600,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2008,2008,Head,5061400,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2009,2009,Head,4778000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2010,2010,Head,4745400,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2011,2011,Head,4830000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2012,2012,Head,5170000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2013,2013,Head,5007000,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2014,2014,Head,5096800,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2015,2015,Head,5138700,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2016,2016,Head,5179200,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2017,2017,Head,5197100,,Official data
QA,Live Animals,104,Ireland,5111,Stocks,976,Sheep,2018,2018,Head,5109300,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1961,1961,1000 Head,978,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1962,1962,1000 Head,819,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1963,1963,1000 Head,710,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1964,1964,1000 Head,633,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1965,1965,1000 Head,602,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1966,1966,1000 Head,507,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1967,1967,1000 Head,526,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1968,1968,1000 Head,567,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1969,1969,1000 Head,520,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1970,1970,1000 Head,535,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1971,1971,1000 Head,617,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1972,1972,1000 Head,503,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1973,1973,1000 Head,584,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1974,1974,1000 Head,650,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1975,1975,1000 Head,588,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1976,1976,1000 Head,552,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1977,1977,1000 Head,612,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1978,1978,1000 Head,653,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1979,1979,1000 Head,672,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1980,1980,1000 Head,589,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1981,1981,1000 Head,695,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1982,1982,1000 Head,699,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1983,1983,1000 Head,793,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1984,1984,1000 Head,710,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1985,1985,1000 Head,713,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1986,1986,1000 Head,775,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1987,1987,1000 Head,717,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1988,1988,1000 Head,853,,Official data
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1989,1989,1000 Head,782,*,Unofficial figure
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1990,1990,1000 Head,993,*,Unofficial figure
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1991,1991,1000 Head,1244,*,Unofficial figure
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1992,1992,1000 Head,1234,*,Unofficial figure
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1993,1993,1000 Head,1027,*,Unofficial figure
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1994,1994,1000 Head,1385,*,Unofficial figure
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1995,1995,1000 Head,1576,*,Unofficial figure
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1996,1996,1000 Head,1496,*,Unofficial figure
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1997,1997,1000 Head,1624,*,Unofficial figure
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1998,1998,1000 Head,1628,*,Unofficial figure
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,1999,1999,1000 Head,1644,*,Unofficial figure
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2000,2000,1000 Head,1757,*,Unofficial figure
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2001,2001,1000 Head,1589,*,Unofficial figure
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2002,2002,1000 Head,1699,*,Unofficial figure
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2003,2003,1000 Head,1622,*,Unofficial figure
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2004,2004,1000 Head,1650,F,FAO estimate
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2005,2005,1000 Head,1650,F,FAO estimate
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2006,2006,1000 Head,1700,F,FAO estimate
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2007,2007,1000 Head,1650,F,FAO estimate
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2008,2008,1000 Head,1650,F,FAO estimate
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2009,2009,1000 Head,1650,F,FAO estimate
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2010,2010,1000 Head,1700,F,FAO estimate
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2011,2011,1000 Head,1750,F,FAO estimate
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2012,2012,1000 Head,1780,F,FAO estimate
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2013,2013,1000 Head,1800,F,FAO estimate
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2014,2014,1000 Head,1790,F,FAO estimate
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2015,2015,1000 Head,1805,Im,FAO data based on imputation methodology
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2016,2016,1000 Head,1858,Im,FAO data based on imputation methodology
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2017,2017,1000 Head,1866,Im,FAO data based on imputation methodology
QA,Live Animals,104,Ireland,5112,Stocks,1079,Turkeys,2018,2018,1000 Head,1886,Im,FAO data based on imputation methodology
